#Met Age[Gyr]   Teq[K] Mass[Me] f_env[%]    R_RCB[Re] R_20mbar[Re]  R_1nbar[Re] err_code
   1     1.00   879.11     1.00    10.00     2.180000   311.972357  715.500713        1
   1     1.00   879.11     1.00    20.00     2.860000   447.740655 1142.274057        1
   1     1.00   879.11     2.00     0.10     1.270000     2.305616   10.592377        1
   1     1.00   879.11     2.00     0.20     1.350000     2.666708   21.842535        1
   1     1.00   879.11     2.00     0.50     1.480000     3.010214  262.650025        1
   1     1.00   879.11     2.00     1.00     1.630000     4.510815  302.067591        1
   1     1.00   879.11     2.00     2.00     1.850000     5.064459  364.140665        1
   1     1.00   879.11     2.00     5.00     2.300000    14.902720  506.889442        1
   1     1.00   879.11     2.00    10.00     2.870000    82.218048  718.136228        1
   1     1.00   879.11     2.00    20.00     3.780000   519.267004 1125.884141        1
   1     1.00   879.11     3.00     0.10     1.440000     2.150000    4.190000        0
   1     1.00   879.11     3.00     0.20     1.510000     2.338341    4.912723        1
   1     1.00   879.11     3.00     0.50     1.650000     2.635166    6.544906        1
   1     1.00   879.11     3.00     1.00     1.800000     3.223702   10.609781        1
   1     1.00   879.11     3.00     2.00     2.030000     3.745239   20.819604        1
   1     1.00   879.11     3.00     5.00     2.520000     6.106046  473.595301        1
   1     1.00   879.11     3.00    10.00     3.140000     9.635305  658.047781        1
   1     1.00   879.11     3.00    20.00     4.180000    16.770851 1027.694151        1
   1     1.00   879.11     4.00     0.10     1.560000     2.120000    3.320000        0
   1     1.00   879.11     4.00     0.20     1.630000     2.260000    3.670000        0
   1     1.00   879.11     4.00     0.50     1.780000     2.540000    4.480000        0
   1     1.00   879.11     4.00     1.00     1.940000     2.934723    5.693354        1
   1     1.00   879.11     4.00     2.00     2.160000     3.380417    7.700037        1
   1     1.00   879.11     4.00     5.00     2.650000     4.818111   22.622235        1
   1     1.00   879.11     4.00    10.00     3.290000     6.825905  612.277789        1
   1     1.00   879.11     4.00    20.00     4.350000    10.388102  930.221216        1
   1     1.00   879.11     5.00     0.10     1.660000     2.130000    3.000000        0
   1     1.00   879.11     5.00     0.20     1.730000     2.250000    3.250000        0
   1     1.00   879.11     5.00     0.50     1.880000     2.510000    3.820000        0
   1     1.00   879.11     5.00     1.00     2.030000     2.800000    4.500000        0
   1     1.00   879.11     5.00     2.00     2.260000     3.224881    5.667659        1
   1     1.00   879.11     5.00     5.00     2.750000     4.328794    9.955655        1
   1     1.00   879.11     5.00    10.00     3.390000     5.846611   22.838497        1
   1     1.00   879.11     5.00    20.00     4.440000     8.429300  856.740091        1
   1     1.00   879.11     6.00     0.10     1.740000     2.150000    2.850000        0
   1     1.00   879.11     6.00     0.20     1.820000     2.270000    3.050000        0
   1     1.00   879.11     6.00     0.50     1.970000     2.510000    3.510000        0
   1     1.00   879.11     6.00     1.00     2.120000     2.760000    4.020000        0
   1     1.00   879.11     6.00     2.00     2.350000     3.160000    4.880000        0
   1     1.00   879.11     6.00     5.00     2.840000     4.096686    7.375995        1
   1     1.00   879.11     6.00    10.00     3.470000     5.364757   12.246059        1
   1     1.00   879.11     6.00    20.00     4.510000     7.499573   27.005875        1
   1     1.00   879.11     8.00     0.10     1.870000     2.210000    2.720000        0
   1     1.00   879.11     8.00     0.20     1.970000     2.330000    2.910000        0
   1     1.00   879.11     8.00     0.50     2.110000     2.540000    3.230000        0
   1     1.00   879.11     8.00     1.00     2.260000     2.760000    3.600000        0
   1     1.00   879.11     8.00     2.00     2.480000     3.100000    4.190000        0
   1     1.00   879.11     8.00     5.00     2.970000     3.870000    5.650000        0
   1     1.00   879.11     8.00    10.00     3.590000     4.900000    7.900000        0
   1     1.00   879.11     8.00    20.00     4.600000     6.590829   12.230667        1
   1     1.00   879.11    10.00     0.10     1.990000     2.270000    2.690000        0
   1     1.00   879.11    10.00     0.20     2.090000     2.400000    2.870000        0
   1     1.00   879.11    10.00     0.50     2.220000     2.580000    3.130000        0
   1     1.00   879.11    10.00     1.00     2.370000     2.790000    3.440000        0
   1     1.00   879.11    10.00     2.00     2.600000     3.100000    3.910000        0
   1     1.00   879.11    10.00     5.00     3.080000     3.790000    5.030000        0
   1     1.00   879.11    10.00    10.00     3.690000     4.700000    6.610000        0
   1     1.00   879.11    10.00    20.00     4.680000     6.180000    9.370000        0
   1     1.00   879.11    13.00     0.10     2.150000     2.390000    2.730000        0
   1     1.00   879.11    13.00     0.20     2.230000     2.490000    2.870000        0
   1     1.00   879.11    13.00     0.50     2.360000     2.660000    3.080000        0
   1     1.00   879.11    13.00     1.00     2.510000     2.850000    3.340000        0
   1     1.00   879.11    13.00     2.00     2.730000     3.140000    3.740000        0
   1     1.00   879.11    13.00     5.00     3.210000     3.760000    4.630000        0
   1     1.00   879.11    13.00    10.00     3.810000     4.570000    5.820000        0
   1     1.00   879.11    13.00    20.00     4.780000     5.880000    7.810000        0
   1     1.00   879.11    16.00     0.10     2.280000     2.490000    2.780000        0
   1     1.00   879.11    16.00     0.20     2.340000     2.570000    2.890000        0
   1     1.00   879.11    16.00     0.50     2.470000     2.730000    3.090000        0
   1     1.00   879.11    16.00     1.00     2.620000     2.910000    3.320000        0
   1     1.00   879.11    16.00     2.00     2.840000     3.180000    3.670000        0
   1     1.00   879.11    16.00     5.00     3.320000     3.770000    4.450000        0
   1     1.00   879.11    16.00    10.00     3.910000     4.520000    5.470000        0
   1     1.00   879.11    16.00    20.00     4.880000     5.740000    7.140000        0
   1     1.00   879.11    20.00     0.10     2.400000     2.590000    2.840000        0
   1     1.00   879.11    20.00     0.20     2.470000     2.670000    2.930000        0
   1     1.00   879.11    20.00     0.50     2.600000     2.820000    3.120000        0
   1     1.00   879.11    20.00     1.00     2.750000     3.000000    3.330000        0
   1     1.00   879.11    20.00     2.00     2.970000     3.250000    3.650000        0
   1     1.00   879.11    20.00     5.00     3.440000     3.810000    4.340000        0
   1     1.00   879.11    20.00    10.00     4.030000     4.520000    5.250000        0
   1     1.00   879.11    20.00    20.00     4.990000     5.670000    6.710000        0
   1     1.00  1563.31     1.00     0.10     1.000000   135.163098  286.157578        1
   1     1.00  1563.31     1.00     0.20     1.040000   142.032407  305.348036        1
   1     1.00  1563.31     1.00     0.50     1.100000   152.547349  335.250669        1
   1     1.00  1563.31     1.00     1.00     1.180000   166.961098  377.205812        1
   1     1.00  1563.31     1.00     2.00     1.300000   189.425636  444.606307        1
   1     1.00  1563.31     1.00     5.00     1.560000   241.572915  609.033082        1
   1     1.00  1563.31     1.00    10.00     1.870000   309.961838  837.974434        1
   1     1.00  1563.31     1.00    20.00     2.390000     5.127862   16.477959        1
   1     1.00  1563.31     2.00     0.10     1.240000     8.023464  267.117946        1
   1     1.00  1563.31     2.00     0.20     1.270000     5.857436  277.126779        1
   1     1.00  1563.31     2.00     0.50     1.360000    21.789675  308.158528        1
   1     1.00  1563.31     2.00     1.00     1.490000   188.032797  355.644219        1
   1     1.00  1563.31     2.00     2.00     1.670000   216.033182  426.587435        1
   1     1.00  1563.31     2.00     5.00     2.030000   275.451805  586.568382        1
   1     1.00  1563.31     2.00    10.00     2.440000   348.673510  798.153878        1
   1     1.00  1563.31     2.00    20.00     3.120000     5.632548   15.411551        1
   1     1.00  1563.31     3.00     0.10     1.390000     3.459399  258.891685        1
   1     1.00  1563.31     3.00     0.20     1.440000     3.445288  272.672118        1
   1     1.00  1563.31     3.00     0.50     1.570000     4.827618  309.953271        1
   1     1.00  1563.31     3.00     1.00     1.720000     6.438566  355.576193        1
   1     1.00  1563.31     3.00     2.00     1.920000     8.201692  420.750432        1
   1     1.00  1563.31     3.00     5.00     2.360000    53.254977  581.607749        1
   1     1.00  1563.31     3.00    10.00     2.900000   388.573885  811.861744        1
   1     1.00  1563.31     3.00    20.00     3.770000     6.337209   15.928786        1
   1     1.00  1563.31     4.00     0.10     1.510000     2.827725   20.383251        1
   1     1.00  1563.31     4.00     0.20     1.570000     2.955991   42.417851        1
   1     1.00  1563.31     4.00     0.50     1.720000     3.674402  309.682145        1
   1     1.00  1563.31     4.00     1.00     1.870000     4.423922  349.743609        1
   1     1.00  1563.31     4.00     2.00     2.080000     5.319191  409.348036        1
   1     1.00  1563.31     4.00     5.00     2.560000    10.121825  561.000576        1
   1     1.00  1563.31     4.00    10.00     3.170000    22.425111  784.669721        1
   1     1.00  1563.31     4.00    20.00     4.150000     6.603121   15.392048        1
   1     1.00  1563.31     5.00     0.10     1.610000     2.610283    7.241542        1
   1     1.00  1563.31     5.00     0.20     1.680000     2.779154    9.054381        1
   1     1.00  1563.31     5.00     0.50     1.840000     3.292506   16.562066        1
   1     1.00  1563.31     5.00     1.00     1.990000     3.814890   45.184894        1
   1     1.00  1563.31     5.00     2.00     2.200000     4.469020  400.200535        1
   1     1.00  1563.31     5.00     5.00     2.700000     7.007936  541.417749        1
   1     1.00  1563.31     5.00    10.00     3.330000    11.337477  745.856553        1
   1     1.00  1563.31     5.00    20.00     4.360000     6.641455   14.471346        1
   1     1.00  1563.31     6.00     0.10     1.710000     2.540000    5.260000        0
   1     1.00  1563.31     6.00     0.20     1.780000     2.712668    6.137553        1
   1     1.00  1563.31     6.00     0.50     1.930000     3.101474    8.374420        1
   1     1.00  1563.31     6.00     1.00     2.090000     3.539470   12.088452        1
   1     1.00  1563.31     6.00     2.00     2.300000     4.082728   23.661514        1
   1     1.00  1563.31     6.00     5.00     2.800000     5.864841  523.245902        1
   1     1.00  1563.31     6.00    10.00     3.440000     8.600109  711.152386        1
   1     1.00  1563.31     6.00    20.00     4.500000     6.629659   13.642933        1
   1     1.00  1563.31     8.00     0.10     1.880000     2.520000    4.090000        0
   1     1.00  1563.31     8.00     0.20     1.950000     2.690000    4.550000        0
   1     1.00  1563.31     8.00     0.50     2.080000     2.950000    5.360000        0
   1     1.00  1563.31     8.00     1.00     2.240000     3.290275    6.523088        1
   1     1.00  1563.31     8.00     2.00     2.460000     3.743598    8.604450        1
   1     1.00  1563.31     8.00     5.00     2.960000     4.955574   19.060985        1
   1     1.00  1563.31     8.00    10.00     3.600000     6.680661  131.082590        1
   1     1.00  1563.31     8.00    20.00     4.660000     6.545406   12.289544        1
   1     1.00  1563.31    10.00     0.10     2.000000     2.550000    3.710000        0
   1     1.00  1563.31    10.00     0.20     2.070000     2.690000    3.990000        0
   1     1.00  1563.31    10.00     0.50     2.210000     2.920000    4.530000        0
   1     1.00  1563.31    10.00     1.00     2.360000     3.200000    5.220000        0
   1     1.00  1563.31    10.00     2.00     2.600000     3.630000    6.420000        0
   1     1.00  1563.31    10.00     5.00     3.080000     4.582037   10.005612        1
   1     1.00  1563.31    10.00    10.00     3.710000     5.927724   17.759287        1
   1     1.00  1563.31    10.00    20.00     4.760000     6.478054   11.359245        1
   1     1.00  1563.31    13.00     0.10     2.150000     2.610000    3.460000        0
   1     1.00  1563.31    13.00     0.20     2.210000     2.720000    3.650000        0
   1     1.00  1563.31    13.00     0.50     2.350000     2.930000    4.030000        0
   1     1.00  1563.31    13.00     1.00     2.510000     3.170000    4.500000        0
   1     1.00  1563.31    13.00     2.00     2.740000     3.540000    5.250000        0
   1     1.00  1563.31    13.00     5.00     3.240000     4.360000    7.170000        0
   1     1.00  1563.31    13.00    10.00     3.840000     5.418975   10.119242        1
   1     1.00  1563.31    13.00    20.00     4.870000     6.425355   10.458808        1
   1     1.00  1563.31    16.00     0.10     2.260000     2.670000    3.350000        0
   1     1.00  1563.31    16.00     0.20     2.330000     2.770000    3.500000        0
   1     1.00  1563.31    16.00     0.50     2.470000     2.960000    3.820000        0
   1     1.00  1563.31    16.00     1.00     2.630000     3.190000    4.190000        0
   1     1.00  1563.31    16.00     2.00     2.860000     3.520000    4.780000        0
   1     1.00  1563.31    16.00     5.00     3.360000     4.260000    6.170000        0
   1     1.00  1563.31    16.00    10.00     3.980000     5.230000    8.180000        0
   1     1.00  1563.31    16.00    20.00     4.970000     6.426920    9.924490        1
   1     1.00  1563.31    20.00     0.10     2.400000     2.740000    3.290000        0
   1     1.00  1563.31    20.00     0.20     2.470000     2.830000    3.420000        0
   1     1.00  1563.31    20.00     0.50     2.600000     3.020000    3.690000        0
   1     1.00  1563.31    20.00     1.00     2.760000     3.220000    4.000000        0
   1     1.00  1563.31    20.00     2.00     2.990000     3.530000    4.480000        0
   1     1.00  1563.31    20.00     5.00     3.480000     4.210000    5.570000        0
   1     1.00  1563.31    20.00    10.00     4.110000     5.090000    7.070000        0
   1     1.00  1563.31    20.00    20.00     5.130000     6.520000    9.590000        0
   1    10.00   278.00     1.00     0.10     1.010000     1.710000    2.710000        0
   1    10.00   278.00     1.00     0.20     1.040000     1.780000    2.880000        0
   1    10.00   278.00     1.00     0.50     1.170000     2.173624    4.081520        1
   1    10.00   278.00     1.00     1.00     1.210000     2.281704    4.518882        1
   1    10.00   278.00     1.00     2.00     1.490000     3.352776    9.498893        1
   1    10.00   278.00     1.00     5.00     1.770000     5.942753  280.711580        1
   1    10.00   278.00     1.00    10.00     2.080000    17.526348  351.221227        1
   1    10.00   278.00     1.00    20.00     2.550000   295.660011  470.258882        1
   1    10.00   278.00     2.00     0.10     1.240000     1.620000    1.960000        0
   1    10.00   278.00     2.00     0.20     1.270000     1.680000    2.040000        0
   1    10.00   278.00     2.00     0.50     1.380000     1.850000    2.310000        0
   1    10.00   278.00     2.00     1.00     1.530000     2.100000    2.700000        0
   1    10.00   278.00     2.00     2.00     1.710000     2.470000    3.340000        0
   1    10.00   278.00     2.00     5.00     2.160000     3.508003    5.289362        1
   1    10.00   278.00     2.00    10.00     2.540000     4.725775    8.776737        1
   1    10.00   278.00     2.00    20.00     3.240000     7.371192   20.953578        1
   1    10.00   278.00     3.00     0.10     1.390000     1.670000    1.900000        0
   1    10.00   278.00     3.00     0.20     1.420000     1.730000    1.980000        0
   1    10.00   278.00     3.00     0.50     1.560000     1.900000    2.190000        0
   1    10.00   278.00     3.00     1.00     1.690000     2.100000    2.460000        0
   1    10.00   278.00     3.00     2.00     1.880000     2.400000    2.890000        0
   1    10.00   278.00     3.00     5.00     2.260000     3.080000    3.890000        0
   1    10.00   278.00     3.00    10.00     2.750000     4.010000    5.430000        0
   1    10.00   278.00     3.00    20.00     3.530000     5.624686    8.355524        1
   1    10.00   278.00     4.00     0.10     1.500000     1.740000    1.920000        0
   1    10.00   278.00     4.00     0.20     1.540000     1.800000    1.990000        0
   1    10.00   278.00     4.00     0.50     1.690000     1.960000    2.190000        0
   1    10.00   278.00     4.00     1.00     1.820000     2.140000    2.410000        0
   1    10.00   278.00     4.00     2.00     2.000000     2.410000    2.760000        0
   1    10.00   278.00     4.00     5.00     2.400000     3.020000    3.570000        0
   1    10.00   278.00     4.00    10.00     2.910000     3.820000    4.690000        0
   1    10.00   278.00     4.00    20.00     3.720000     5.150000    6.640000        0
   1    10.00   278.00     5.00     0.10     1.590000     1.800000    1.950000        0
   1    10.00   278.00     5.00     0.20     1.670000     1.870000    2.040000        0
   1    10.00   278.00     5.00     0.50     1.780000     2.010000    2.200000        0
   1    10.00   278.00     5.00     1.00     1.910000     2.190000    2.410000        0
   1    10.00   278.00     5.00     2.00     2.110000     2.440000    2.720000        0
   1    10.00   278.00     5.00     5.00     2.520000     3.020000    3.440000        0
   1    10.00   278.00     5.00    10.00     3.030000     3.750000    4.390000        0
   1    10.00   278.00     5.00    20.00     3.850000     4.940000    5.970000        0
   1    10.00   278.00     6.00     0.10     1.670000     1.860000    1.990000        0
   1    10.00   278.00     6.00     0.20     1.750000     1.930000    2.070000        0
   1    10.00   278.00     6.00     0.50     1.860000     2.070000    2.230000        0
   1    10.00   278.00     6.00     1.00     2.000000     2.240000    2.430000        0
   1    10.00   278.00     6.00     2.00     2.200000     2.490000    2.730000        0
   1    10.00   278.00     6.00     5.00     2.610000     3.030000    3.380000        0
   1    10.00   278.00     6.00    10.00     3.120000     3.720000    4.220000        0
   1    10.00   278.00     6.00    20.00     3.940000     4.830000    5.620000        0
   1    10.00   278.00     8.00     0.10     1.810000     1.960000    2.070000        0
   1    10.00   278.00     8.00     0.20     1.880000     2.030000    2.140000        0
   1    10.00   278.00     8.00     0.50     2.000000     2.160000    2.300000        0
   1    10.00   278.00     8.00     1.00     2.150000     2.340000    2.490000        0
   1    10.00   278.00     8.00     2.00     2.350000     2.580000    2.770000        0
   1    10.00   278.00     8.00     5.00     2.750000     3.080000    3.340000        0
   1    10.00   278.00     8.00    10.00     3.260000     3.720000    4.080000        0
   1    10.00   278.00     8.00    20.00     4.090000     4.740000    5.280000        0
   1    10.00   278.00    10.00     0.10     1.920000     2.040000    2.140000        0
   1    10.00   278.00    10.00     0.20     1.980000     2.110000    2.210000        0
   1    10.00   278.00    10.00     0.50     2.120000     2.260000    2.370000        0
   1    10.00   278.00    10.00     1.00     2.270000     2.440000    2.570000        0
   1    10.00   278.00    10.00     2.00     2.460000     2.660000    2.820000        0
   1    10.00   278.00    10.00     5.00     2.870000     3.140000    3.350000        0
   1    10.00   278.00    10.00    10.00     3.380000     3.740000    4.030000        0
   1    10.00   278.00    10.00    20.00     4.200000     4.720000    5.130000        0
   1    10.00   278.00    13.00     0.10     2.050000     2.150000    2.230000        0
   1    10.00   278.00    13.00     0.20     2.120000     2.220000    2.300000        0
   1    10.00   278.00    13.00     0.50     2.280000     2.390000    2.490000        0
   1    10.00   278.00    13.00     1.00     2.410000     2.550000    2.660000        0
   1    10.00   278.00    13.00     2.00     2.600000     2.760000    2.890000        0
   1    10.00   278.00    13.00     5.00     3.010000     3.220000    3.400000        0
   1    10.00   278.00    13.00    10.00     3.510000     3.800000    4.030000        0
   1    10.00   278.00    13.00    20.00     4.340000     4.730000    5.050000        0
   1    10.00   278.00    16.00     0.10     2.160000     2.240000    2.310000        0
   1    10.00   278.00    16.00     0.20     2.240000     2.320000    2.400000        0
   1    10.00   278.00    16.00     0.50     2.400000     2.500000    2.590000        0
   1    10.00   278.00    16.00     1.00     2.530000     2.650000    2.740000        0
   1    10.00   278.00    16.00     2.00     2.720000     2.860000    2.970000        0
   1    10.00   278.00    16.00     5.00     3.120000     3.300000    3.450000        0
   1    10.00   278.00    16.00    10.00     3.630000     3.870000    4.050000        0
   1    10.00   278.00    16.00    20.00     4.450000     4.770000    5.030000        0
   1    10.00   278.00    20.00     0.10     2.280000     2.350000    2.410000        0
   1    10.00   278.00    20.00     0.20     2.400000     2.470000    2.540000        0
   1    10.00   278.00    20.00     0.50     2.530000     2.620000    2.700000        0
   1    10.00   278.00    20.00     1.00     2.660000     2.760000    2.840000        0
   1    10.00   278.00    20.00     2.00     2.850000     2.960000    3.060000        0
   1    10.00   278.00    20.00     5.00     3.250000     3.400000    3.520000        0
   1    10.00   278.00    20.00    10.00     3.770000     3.950000    4.110000        0
   1    10.00   278.00    20.00    20.00     4.590000     4.840000    5.050000        0
   1    10.00   494.36     1.00     0.10     1.010000     2.448497   24.549611        1
   1    10.00   494.36     1.00     0.20     1.020000     2.522697   54.076500        1
   1    10.00   494.36     1.00     0.50     1.060000     3.201670  172.144304        1
   1    10.00   494.36     1.00     1.00     1.140000     3.471745  190.505106        1
   1    10.00   494.36     1.00     2.00     1.330000     5.593701  237.131950        1
   1    10.00   494.36     1.00     5.00     1.620000    56.538828  316.493691        1
   1    10.00   494.36     1.00    10.00     1.900000   230.141568  402.514184        1
   1    10.00   494.36     1.00    20.00     2.330000   293.366914  552.589544        1
   1    10.00   494.36     2.00     0.10     1.230000     1.920000    3.030000        0
   1    10.00   494.36     2.00     0.20     1.250000     1.970000    3.170000        0
   1    10.00   494.36     2.00     0.50     1.340000     2.150000    3.660000        0
   1    10.00   494.36     2.00     1.00     1.480000     2.449321    4.553169        1
   1    10.00   494.36     2.00     2.00     1.660000     2.989415    6.945783        1
   1    10.00   494.36     2.00     5.00     2.000000     4.402133   21.368364        1
   1    10.00   494.36     2.00    10.00     2.410000     6.887638  411.956182        1
   1    10.00   494.36     2.00    20.00     3.080000    13.488824  587.223623        1
   1    10.00   494.36     3.00     0.10     1.370000     1.870000    2.450000        0
   1    10.00   494.36     3.00     0.20     1.390000     1.910000    2.520000        0
   1    10.00   494.36     3.00     0.50     1.530000     2.090000    2.850000        0
   1    10.00   494.36     3.00     1.00     1.660000     2.330000    3.300000        0
   1    10.00   494.36     3.00     2.00     1.840000     2.710000    4.110000        0
   1    10.00   494.36     3.00     5.00     2.200000     3.577505    6.346227        1
   1    10.00   494.36     3.00    10.00     2.670000     4.882388   11.276498        1
   1    10.00   494.36     3.00    20.00     3.420000     7.289825   33.055782        1
   1    10.00   494.36     4.00     0.10     1.490000     1.890000    2.300000        0
   1    10.00   494.36     4.00     0.20     1.520000     1.930000    2.360000        0
   1    10.00   494.36     4.00     0.50     1.660000     2.110000    2.630000        0
   1    10.00   494.36     4.00     1.00     1.790000     2.320000    2.970000        0
   1    10.00   494.36     4.00     2.00     1.970000     2.640000    3.500000        0
   1    10.00   494.36     4.00     5.00     2.360000     3.370000    4.870000        0
   1    10.00   494.36     4.00    10.00     2.840000     4.362555    7.029385        1
   1    10.00   494.36     4.00    20.00     3.630000     6.099034   11.645263        1
   1    10.00   494.36     5.00     0.10     1.570000     1.920000    2.240000        0
   1    10.00   494.36     5.00     0.20     1.640000     1.980000    2.330000        0
   1    10.00   494.36     5.00     0.50     1.760000     2.140000    2.550000        0
   1    10.00   494.36     5.00     1.00     1.900000     2.330000    2.830000        0
   1    10.00   494.36     5.00     2.00     2.080000     2.630000    3.270000        0
   1    10.00   494.36     5.00     5.00     2.480000     3.290000    4.330000        0
   1    10.00   494.36     5.00    10.00     2.970000     4.150000    5.830000        0
   1    10.00   494.36     5.00    20.00     3.770000     5.601120    8.571941        1
   1    10.00   494.36     6.00     0.10     1.650000     1.950000    2.220000        0
   1    10.00   494.36     6.00     0.20     1.730000     2.020000    2.320000        0
   1    10.00   494.36     6.00     0.50     1.840000     2.170000    2.520000        0
   1    10.00   494.36     6.00     1.00     1.970000     2.360000    2.770000        0
   1    10.00   494.36     6.00     2.00     2.180000     2.650000    3.170000        0
   1    10.00   494.36     6.00     5.00     2.570000     3.260000    4.060000        0
   1    10.00   494.36     6.00    10.00     3.070000     4.040000    5.270000        0
   1    10.00   494.36     6.00    20.00     3.870000     5.330000    7.340000        0
   1    10.00   494.36     8.00     0.10     1.800000     2.030000    2.250000        0
   1    10.00   494.36     8.00     0.20     1.860000     2.100000    2.330000        0
   1    10.00   494.36     8.00     0.50     1.980000     2.250000    2.520000        0
   1    10.00   494.36     8.00     1.00     2.130000     2.440000    2.760000        0
   1    10.00   494.36     8.00     2.00     2.330000     2.700000    3.090000        0
   1    10.00   494.36     8.00     5.00     2.720000     3.250000    3.810000        0
   1    10.00   494.36     8.00    10.00     3.220000     3.950000    4.760000        0
   1    10.00   494.36     8.00    20.00     4.030000     5.080000    6.310000        0
   1    10.00   494.36    10.00     0.10     1.910000     2.110000    2.290000        0
   1    10.00   494.36    10.00     0.20     1.970000     2.170000    2.370000        0
   1    10.00   494.36    10.00     0.50     2.100000     2.330000    2.560000        0
   1    10.00   494.36    10.00     1.00     2.260000     2.520000    2.780000        0
   1    10.00   494.36    10.00     2.00     2.440000     2.760000    3.080000        0
   1    10.00   494.36    10.00     5.00     2.840000     3.280000    3.720000        0
   1    10.00   494.36    10.00    10.00     3.340000     3.930000    5.550000        0
   1    10.00   494.36    10.00    20.00     4.150000     4.980000    5.880000        0
   1    10.00   494.36    13.00     0.10     2.040000     2.200000    2.350000        0
   1    10.00   494.36    13.00     0.20     2.100000     2.270000    2.430000        0
   1    10.00   494.36    13.00     0.50     2.270000     2.460000    2.650000        0
   1    10.00   494.36    13.00     1.00     2.400000     2.620000    2.840000        0
   1    10.00   494.36    13.00     2.00     2.580000     2.850000    3.100000        0
   1    10.00   494.36    13.00     5.00     2.990000     3.330000    3.680000        0
   1    10.00   494.36    13.00    10.00     3.490000     3.950000    4.410000        0
   1    10.00   494.36    13.00    20.00     4.300000     4.930000    5.580000        0
   1    10.00   494.36    16.00     0.10     2.150000     2.290000    2.420000        0
   1    10.00   494.36    16.00     0.20     2.230000     2.370000    2.510000        0
   1    10.00   494.36    16.00     0.50     2.390000     2.560000    2.720000        0
   1    10.00   494.36    16.00     1.00     2.510000     2.710000    2.890000        0
   1    10.00   494.36    16.00     2.00     2.700000     2.930000    3.140000        0
   1    10.00   494.36    16.00     5.00     3.100000     3.400000    3.680000        0
   1    10.00   494.36    16.00    10.00     3.610000     3.990000    4.360000        0
   1    10.00   494.36    16.00    20.00     4.420000     4.940000    5.450000        0
   1    10.00   494.36    20.00     0.10     2.270000     2.380000    2.500000        0
   1    10.00   494.36    20.00     0.20     2.390000     2.510000    2.640000        0
   1    10.00   494.36    20.00     0.50     2.520000     2.670000    2.810000        0
   1    10.00   494.36    20.00     1.00     2.650000     2.810000    2.970000        0
   1    10.00   494.36    20.00     2.00     2.830000     3.020000    3.210000        0
   1    10.00   494.36    20.00     5.00     3.230000     3.480000    3.710000        0
   1    10.00   494.36    20.00    10.00     3.740000     4.050000    4.350000        0
   1    10.00   494.36    20.00    20.00     4.550000     4.970000    5.380000        0
   1    10.00   879.11     1.00     0.10     0.990000     6.666067  201.600886        1
   1    10.00   879.11     1.00     0.20     1.000000    11.592495  204.684099        1
   1    10.00   879.11     1.00     0.50     1.030000     6.073367  214.059361        1
   1    10.00   879.11     1.00     1.00     1.110000   135.363130  239.981279        1
   1    10.00   879.11     1.00     2.00     1.240000    24.121193  284.962271        1
   1    10.00   879.11     1.00     5.00     1.480000   191.312232  377.300051        1
   1    10.00   879.11     1.00    10.00     1.700000   227.145887  472.537046        1
   1    10.00   879.11     1.00    20.00     2.090000   295.373338  666.270613        1
   1    10.00   879.11     2.00     0.10     1.210000     2.701975   38.445360        1
   1    10.00   879.11     2.00     0.20     1.220000     2.606834   23.775778        1
   1    10.00   879.11     2.00     0.50     1.310000     2.727696   64.634306        1
   1    10.00   879.11     2.00     1.00     1.440000     3.761307  252.536474        1
   1    10.00   879.11     2.00     2.00     1.600000     3.946739  293.995647        1
   1    10.00   879.11     2.00     5.00     1.920000     6.517554  384.953731        1
   1    10.00   879.11     2.00    10.00     2.310000    21.146139  510.302411        1
   1    10.00   879.11     2.00    20.00     2.910000   374.722679  734.237710        1
   1    10.00   879.11     3.00     0.10     1.360000     2.360000    5.120000        0
   1    10.00   879.11     3.00     0.20     1.370000     2.223280    4.553617        1
   1    10.00   879.11     3.00     0.50     1.500000     2.463742    5.637962        1
   1    10.00   879.11     3.00     1.00     1.620000     2.902651    8.646324        1
   1    10.00   879.11     3.00     2.00     1.800000     3.250530   12.510606        1
   1    10.00   879.11     3.00     5.00     2.150000     4.508915  322.110499        1
   1    10.00   879.11     3.00    10.00     2.610000     7.265973  498.706184        1
   1    10.00   879.11     3.00    20.00     3.330000    12.936792  719.943836        1
   1    10.00   879.11     4.00     0.10     1.470000     2.260000    3.660000        0
   1    10.00   879.11     4.00     0.20     1.510000     2.170000    3.450000        0
   1    10.00   879.11     4.00     0.50     1.630000     2.390000    4.020000        0
   1    10.00   879.11     4.00     1.00     1.760000     2.696878    4.978035        1
   1    10.00   879.11     4.00     2.00     1.940000     3.040020    6.302755        1
   1    10.00   879.11     4.00     5.00     2.320000     4.004800   11.582624        1
   1    10.00   879.11     4.00    10.00     2.790000     5.621123   43.341852        1
   1    10.00   879.11     4.00    20.00     3.570000     8.450683  690.547094        1
   1    10.00   879.11     5.00     0.10     1.560000     2.210000    3.150000        0
   1    10.00   879.11     5.00     0.20     1.620000     2.170000    3.080000        0
   1    10.00   879.11     5.00     0.50     1.730000     2.370000    3.480000        0
   1    10.00   879.11     5.00     1.00     1.860000     2.610000    4.040000        0
   1    10.00   879.11     5.00     2.00     2.050000     2.956577    4.935224        1
   1    10.00   879.11     5.00     5.00     2.440000     3.775965    7.466505        1
